ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
CMR,NGDP_R,Cameroon,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017,4169.52,4880.45,5249.57,5608.86,6027.72,6516.4,6958.93,6809.13,6273.61,6162.58,5782.9,5565.23,5395.48,5225.09,5094.72,5263.07,5521.59,5815.02,6099.68,6347.47,6612.39,6910.89,7187.95,7477.69,7754.51,7932.6,8188.2,8454.89,8698.79,8866.81,9156.69,9535.82,9974.29,10528.1,11151.99,11794.93,12345.96,12836.33,13422.85,14092.05,14814.12,15621.77,16474.98,2016
CAN,NGDP_R,Canada,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 1980 Primary domestic currency: Canadian dollar Data last updated: 08/2017",769.93,796.902,771.385,791.43,838.325,878.012,896.993,933.738,975.097,997.758,999.298,978.056,986.692,1012.89,1058.41,1086.75,1104.25,1151.51,1196.21,1257.98,1323.17,1346.6,1387.14,1412.14,1455.72,1502.32,1541.73,1573.53,1589.27,1542.4,1589.96,1639.9,1668.52,1709.82,1753.68,1770.2,1796.18,1850.71,1889.93,1921.21,1953.64,1988.44,2023.38,2016
CAF,NGDP_R,Central African Republic,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2012 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017,454.875,513.801,495.449,465.588,511.737,530.84,569.022,569.022,578.796,609.864,596.934,601.082,591.071,591.48,652.859,680.655,627.662,675.956,701.262,727.36,715.214,718.048,719.974,670.773,688.427,705.415,739.072,773.125,789.006,802.492,826.941,854.236,889.369,562.971,568.826,596.129,623.141,652.725,685.56,721.394,760.806,803.626,848.94,2012
TCD,NGDP_R,Chad,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2015 National accounts manual used: Unknown GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2017,866.068,772.487,814.019,941.486,990.973,1069.23,1133.02,1174.34,1262.94,1287.59,1328.82,1467.05,1502.14,1470.98,1551.8,1539.77,1572.35,1661.24,1776.72,1764.59,1749.06,1952.97,2118.8,2430.73,3248.16,3518.12,3540.93,3656.77,3768.78,3924.76,4458.43,4463.76,4856.9,5136.33,5490.38,5587.53,5228.19,5259.59,5386.86,5555.3,5774.65,5982.97,6201.46,2015
CHL,NGDP_R,Chile,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013. Seasonally adjusted GDP data, therefore, base year is not equal to 100. Chain-weighted: Yes, from 2003 Primary domestic currency: Chilean peso Data last updated: 08/2017",32035.8,34025.92,29402.5,28578.63,30260.64,30856.25,32583.04,34727.26,37258.13,41209.31,42722.24,46018.42,51141.03,54578.55,57341.08,62412.54,66645.9,71570.84,74763.04,74376.47,78344.36,80932.68,83452.72,86869.01,93129.17,98476.46,104700.8,109846.5,113719.23,111940.2,118482.94,125716.84,132410.2,137767.18,140398.7,143565.14,145855.71,147862.8,151566.15,155732.11,160243.33,165310.31,170702.09,2016
CHN,NGDP_R,China,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2016. Latest actual data for real GDP and expenditure breakdown is 2016. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Start/end months of reporting year: January/December Base year: 2015. For the national account real, we are using 2015 as base year Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 09/2017",2691.83,2829.11,3083.73,3416.77,3936.12,4467.5,4865.11,5434.32,6048.4,6302.44,6548.23,7150.67,8173.21,9309.29,10528.81,11686.97,12843.99,14025.63,15119.63,16268.72,17635.3,19099.03,20837.04,22920.74,25235.73,28087.37,31654.47,36149.4,39619.75,43264.76,47853.47,52399.55,56539.11,60949.16,65398.45,69910.94,74594.98,79641.1,84817.77,90161.29,95751.29,101496.37,107332.41,2016
COL,NGDP_R,Colombia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: Fifth Manual GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005. DANE (Colombia Institute of Statistics) has done a rebasing of the national accounts (now base year is 2005 and before 2000). Data with the new base is ONLY AVAILABLE FROM 2000. The change also includes methodological changes (for example, direct estimation of private consumption based on a survey) and most important, change in the index formulae (historically a Laspeyres fixed-base index and now a Laspeyres chain index). The main implications are that the 2000 and 2005 series are not comparable and the chain index is associated with non-additivity of the components. Chain-weighted: Yes, from 2000 Primary domestic currency: Colombian peso Data last updated: 08/2017",155733.96,159279.82,160790.46,163321.23,168793.61,174038.21,184174.33,194062.52,201949.56,208844.31,217787.02,222952.76,232658.46,245943.64,258603.21,272056.88,277649.97,287174.18,288810.46,276668.82,284761,289539,296789,308418,324866,340156,362938,387983,401744,408379,424599,452578,470880,493831,515528,531262,541675,550882.45,566543.82,586655.56,608068.48,630262.92,653267.51,2016
COM,NGDP_R,Comoros,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Planning Commissariat Latest actual data: 2015 National accounts manual used: Other GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Comorian franc Data last updated: 09/2017,74.2,78.253,81.429,83.947,87.445,89.194,90.978,92.468,94.953,91.933,96.616,91.401,99.198,102.18,96.788,100.282,98.938,103.109,104.297,106.305,107.811,111.4,116.023,118.894,118.609,123.626,125.161,125.776,127.002,129.301,131.954,134.893,138.886,143.773,146.577,148.093,151.288,156.284,162.531,169.032,175.793,182.825,190.138,2015
COD,NGDP_R,Democratic Republic of the Congo,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Congo franc Data last updated: 09/2017,8372.44,8451.52,8413.11,8531.73,8945.05,8986.57,9410.76,9662.13,9707.02,9584.7,8955.15,8198.84,7341.1,6352.38,5962.1,6126.79,6008.25,5537.21,5322.64,5120.25,4703.67,4604.88,4740.62,5005.05,5342.31,5670.07,5971.77,6345.37,6740.67,6933.09,7425.89,7936.35,8498.84,9219.71,10092.83,10790.89,11049.9,11356.49,11695.76,12078.59,12528.57,13068.3,13682.72,2015
COG,NGDP_R,Republic of Congo,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017,432.17,443.461,454.149,465.015,476.061,487.29,498.706,510.312,622.111,754.43,762,780.253,800.632,792.789,749.24,779.1,812.527,807.45,837.629,816,877.82,911.2,952.95,960.7,994.1,1071.2,1138,1119.99,1182.4,1275.17,1386.28,1433.33,1488.21,1536.9,1642.07,1685.07,1637.65,1578.21,1622.61,1600.32,1604.75,1614.67,1618.94,2015
CRI,NGDP_R,Costa Rica,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Costa Rican colon Data last updated: 09/2017,6884.95,6729.38,6239.13,6417.53,6932.76,6982.79,7369.37,7720.49,7985.46,8437.92,8741.68,8939.51,9761.64,10453.5,10922.58,11372.75,11513.52,12154.25,13000.39,13513.04,14031.02,14520.76,14998.75,15637.02,16315.13,16946.67,18173.22,19657.59,20571.59,20371.94,21380.73,22301.62,23371.41,23901.71,24775.75,25945.97,27069.12,28097.75,29165.46,30302.91,31484.73,32712.63,33988.42,2016
CIV,NGDP_R,C™te d'Ivoire,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2017,7559.41,7823.8,7839.45,7643.46,7490.59,7760.26,8132.75,8092.08,8184.33,8425.77,8333.93,8337.26,8316.42,8301.45,8315.68,8779.01,9493.24,10036.5,10531.37,10701.72,10480.37,10493.09,10318.1,10177.82,10303.19,10480.53,10639.4,10827.19,11102.51,11463.5,11694.79,11203.77,12335.55,13479.29,14664.67,15976.15,17208.4,18521.79,19880.71,21286.66,22750.25,24255.84,25827.18,2014
