,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
31,Botswana,BWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,205010514.046991,218014912.606046,232549242.614046,246318588.140598,263147815.322015,278447111.054487,296111848.94455403,313655172.93337595,346799292.275962,399247152.769046,467599333.990521,588338659.37597,743436149.331586,901811720.8359641,981151269.275467,1064021762.0480199,1177312167.33862,1318731376.88286,1507742528.6075099,1690911970.42458,1893599920.75956,2065252054.5348802,2316500951.15227,2621045054.62282,2845023409.90628,3047739045.53683,3296828451.58564,3688555238.94084,4405978108.237221,4981372672.729779,5318752174.48613,5715462427.58618,5882186484.96478,5994895480.29138,6212385253.8594,6649141424.18378,7036773076.14528,7601583116.97877,7656466026.764859,8396635029.8643,8563534596.26096,8584992576.02695,9106061350.41438,9527298168.17183,9785089872.92032,10230961745.6804,11086666195.2035,12004283364.7652,12754003367.4123,11778027466.4962,12786654365.8738,13560031676.4337,14164289362.7097,15771004793.6108,16425383641.2242,16146162617.368,16614401333.2717,,,Sub-Saharan Africa,Upper middle income,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",Botswana
32,Central African Republic,CAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,904890038.7538699,949714253.636035,914443763.9361061,907978548.201923,926867449.2975199,935650247.937902,941683168.4149699,985722046.9133769,999562700.062001,1070447114.02723,1095419370.04656,1107799825.8822699,1107790219.321,1128715711.40567,1200265379.73879,1205126299.74102,1270595014.79073,1318956845.86028,1334906139.2075,1301998863.5798,1243687036.67565,1224478717.41785,1318956845.86028,1211771638.4989998,1326668512.91915,1378769697.96275,1428101791.72049,1357568017.24158,1380784674.18896,1408086521.31608,1377847468.0809,1370234268.27505,1282209347.36521,1286508283.53319,1349546538.58179,1446714504.1796,1388844579.0938401,1462452453.17889,1531189800.70045,1586312249.2632198,1546822077.52579,1615883646.49019,1674322760.33115,1583951436.83131,1678907491.69688,1694155506.07145,1774985112.5906398,1856768170.3158,1894908620.1949,1927297141.51407,1986014845.6318398,2051567618.0926602,2135944447.3605,1352053851.07305,1366115455.1308699,1431687440.71423,1496561292.75325,,,Sub-Saharan Africa,Low income,The source of national accounts has changed to the International Monetary Fund. The base year has reverted back to 1985; the new reference year is 2005.,Central African Republic
33,Canada,CAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,316348402701.22,326355425415.426,349581420667.44,367695947111.65796,392329577809.64,418366707334.226,445916010288.711,458915845935.171,483217008843.341,508634227499.611,525193392687.615,546819058425.725,576598034629.894,616753491791.13,639517786995.777,651176024410.999,685032635305.052,708722643528.825,736742640055.234,764775129364.543,781314285488.149,808684658856.865,782790375214.124,803131752175.847,850720122005.55,890993917357.6221,910255562437.7379,947543858555.23,989514375463.2759,1012510431515.77,1014073201232.01,992517125952.02,1001280814224.77,1027867181693.29,1074054132617.28,1102814170729.94,1120581036707.69,1168539803241.98,1213899703903.52,1276575905731.42,1342736881188.7,1366514322196.39,1407646626140.14,1433016265611.16,1477238591688.0,1524530644076.37,1564525373435.42,1596797584439.46,1612771324291.35,1565201220603.96,1613464422811.13,1664146873841.15,1693194096275.46,1735100681636.87,1779611206826.42,1796369375909.66,1822735534879.33,,,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Canada
35,Switzerland,CHE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,344389739540.995,349904575924.832,345322864415.69604,347529751883.815,357985032996.356,371135956530.146,378034011142.69,384027657859.986,396614533915.075,413791092574.32,428996366191.23206,425067546343.758,424881651578.692,424346370652.48,429734541311.051,431800990475.284,434396518470.625,444439971627.53296,457527717538.04706,465046600029.55396,483397815576.516,490390623247.886,491093815816.64795,491337929463.01794,505306413054.60297,520659164826.063,541552100336.709,563974243888.874,576817291440.486,564533283627.881,581208562423.374,591696784291.525,597898373885.424,608544429878.525,620696369367.822,625924103460.838,633982568514.107,,,Europe & Central Asia,High income,,Switzerland
36,Channel Islands,CHI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income,,Channel Islands
37,Chile,CHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29375692257.1695,30916527184.3872,32161438540.1711,34039711620.9842,34910182119.1023,35241923981.3184,39201792004.9645,40619328747.0318,42078380449.811005,43735420036.097,44535326423.2174,48731750485.5682,48234712071.0831,45808868607.7394,46900104265.4055,40844315409.0887,42409708109.933,46839269114.6994,50446409757.0584,54693142233.5659,59061276084.0798,62915243091.1446,55985566287.3175,53176534993.465,55358731548.5091,57578570293.9906,60674968647.9445,64594855902.1142,69339419416.1774,76220235503.4875,78761086957.4583,84907911073.8979,94389329346.4701,100608438212.434,105669241836.513,115108987852.776,122939756290.644,132071585918.002,137783126643.784,137215327660.06699,144524703666.117,149298423006.472,153937081014.428,160234720403.17,171786906198.964,181652337025.042,193127635486.362,202601172713.024,209752043005.20398,206471018816.037,218537551220.071,231892203586.311,244225687257.03,254104626803.817,258957245985.20898,264790353125.02698,268997931582.347,,,Latin America & Caribbean,High income,,Chile
38,China,CHN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,127938139609.76599,93049408933.1344,87857251923.8438,96906548867.8492,114524159446.40599,133936004475.429,148200188957.653,139649038048.535,133923427499.52,156610056112.728,186835796936.62,200026404206.608,207647410203.388,223760849238.58603,228929724857.096,248892396865.722,244984786228.08398,263530134543.52103,294275257182.104,316640176727.76697,341359298332.422,359015813760.099,391091816788.03,433467453820.36206,499090836166.78705,566185594803.775,616800939042.583,688898377058.6229,766292769685.2421,798368772727.943,829561949987.4441,906662067367.7671,1035554630016.39,1179160955511.57,1333066915011.15,1479027442580.09,1625870795902.69,1775951177067.49,1915143373720.51,2061986727043.11,2237080505073.63,2423651018123.27,2644946011520.91,2910382293487.73,3204657550669.84,3569853144823.71,4023919866652.88,4596579517126.27,5040346604951.04,5514129769005.8,6100620356557.32,6682402540005.61,7207389598806.55,7766512587448.12,8333286732774.03,8908300585867.69,9505156724507.32,,,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",China
39,Cote d'Ivoire,CIV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4289508128.40817,4715565889.2015,4773425622.813661,5465111982.50678,6427686955.99594,6227808113.90386,6948823859.88542,7268341328.22222,8180390870.091999,8960736251.5164,9890415491.01544,10825716247.2043,11284361249.4947,11954561754.7569,12471881171.7129,13501171352.8644,15245036303.5783,16360128257.2038,18144928866.1124,18579392397.2903,16543518824.5293,17122624520.2341,17157010577.4578,16487845912.2365,16042466089.2755,16764573290.7621,17310989203.6653,17250578540.9893,17446628599.7222,17960956073.5723,17764120445.2383,17771390441.5049,17727928620.2484,17693804999.1077,17837338328.0312,19108381522.8738,20585330895.8407,21355953697.801003,22408947356.0759,22771418229.2731,22300414201.6886,22327480641.4857,21955138165.9699,21656650171.2742,21923410906.1317,22300767039.1796,22638811513.3749,23038394863.9785,23624224724.0402,24392355457.3384,24884505034.5564,23792758395.8868,26340131049.779,28681616270.2215,31203899801.8261,34063231935.0025,37045505518.7222,,,Sub-Saharan Africa,Lower middle income,,Côte d'Ivoire
40,Cameroon,CMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4661607599.91585,4716786154.59317,4860249990.794889,5042147292.38996,5221000308.94675,5326780579.65263,5572609139.41516,4964522375.0255,5279587042.82463,5538364920.60864,5709614943.11074,5908292860.58771,6066271352.93661,6391161481.7242,7077205516.594991,7873041436.542741,7440406913.57117,8462709264.28715,10324759600.3272,10947871105.2613,10732713506.5146,12566148851.5015,13510646058.8938,14438399232.1455,15517607856.8026,16768817665.9037,17904345500.8217,17520001830.1856,16149301364.9673,15855526111.208,14887435626.661999,14320432846.8927,13876498968.8409,12775805832.3395,13039422126.0229,13577737840.4534,14244668114.4246,15001652350.673,15736037168.0863,16375278875.8621,17058714408.911999,17828791021.2664,18543555199.8319,19291044670.4209,20005170989.5718,20464660330.8073,21124441590.6486,21812182534.8566,22441255963.7758,22874787499.6787,23622483983.7101,24600594629.4999,25729451635.8197,27160443492.9778,28770233461.5751,30431210268.8306,31808556683.7092,,,Sub-Saharan Africa,Lower middle income,,Cameroon
41,"Congo, Dem. Rep.",COD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15080239239.3968,13443825765.2182,16294010600.1206,17143578705.3007,16725237057.9368,16892046007.9488,18036564102.3774,17858770716.8162,18632537401.3564,20370736526.2069,20320816696.9559,21541085411.0464,21573641641.1581,23329148380.4586,24059487405.4033,22860932521.1105,21647245137.8353,21811935993.756,20646024427.0844,20734820554.7341,21189931810.7912,21688006259.4505,21588745110.9708,21893514221.9521,23106650051.001,23214754732.9964,24309843384.2764,24960287873.7032,25077696409.4598,24760200074.6716,23133873205.1521,21185757828.8019,18961251442.2922,16407350902.8683,15767464742.1792,15877836810.8627,15715379128.4726,14832638959.6638,14591734054.0513,13968646460.2389,13003283456.27,12730192004.7716,13105448172.4934,13836446784.6735,14768798308.098999,15674886408.1503,16508944144.7183,17542316525.5473,18634483660.3004,19166509369.447,20523285374.187,21932132984.3665,23502004276.8069,25500497989.9719,27925586057.6004,29847628746.8766,30505858503.4678,,,Sub-Saharan Africa,Low income,WB-3 code changed from ZAR to COD to align with ISO code.,"Congo, Dem. Rep."
42,"Congo, Rep.",COG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1483222232.5273,1607082067.8801801,1690687439.5386698,1622564563.80886,1684494547.5235698,1746424446.08367,1770158048.02434,1807619408.1752398,1945564742.3611698,2092426187.10291,2225472482.40671,2398014161.8649898,2604664251.51687,2819059087.42374,3041356578.39321,3276502007.47725,3306524161.34768,3010476901.90256,3201935616.66463,3516148754.72858,4136278038.6716,4865078749.58643,6013125435.71757,6365131564.23844,6809171484.06269,6728437803.23084,6266764264.5818,6278632052.21607,6389529234.02215,6555649104.13536,6621205829.0130205,6779808038.50807,6956893102.51375,6888737589.10519,6510334015.46209,6769791944.07355,7060248618.7893,7016135327.63378,7278367087.90893,7090425139.730479,7627594358.037021,7917641406.032371,8280417447.18892,8347759107.523371,8637979940.44861,9307920845.19521,9888362511.04569,9731906589.75001,10274194133.9768,11041561162.6459,12007880590.4575,12418624707.9932,12890531931.9739,13334057140.8064,14238098341.6268,14614902201.5292,14342383535.0705,,,Sub-Saharan Africa,Lower middle income,,"Congo, Rep."
43,Colombia,COL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,36474760531.3476,38395292498.5953,40494171271.4383,41670168443.0056,44421375306.8539,45759563550.8429,48195055977.4305,50214735076.8245,53442259222.5672,56927194244.7323,60887343107.689,64510884735.0781,69461072435.8766,74134053414.5703,78391217821.8652,80153489288.9745,84014632970.4851,87499571236.7881,94905053698.1995,100013653582.25,104112412294.56801,106468701873.735,107478536557.19199,109181401022.42801,112844547317.733,116329485584.035,123121141111.08801,129734601585.893,135001594188.301,139615174653.465,148050777226.673,151422236156.629,159042828960.53,162805226557.238,172306232682.22302,181270356905.601,184997012079.76102,191342952890.16397,192433194592.786,184343273758.155,192491233553.464,195721040703.73602,200621857329.828,208482767198.08,219601199179.59198,229936852450.34302,245336908226.293,262266694764.28897,271568782707.966,276053874889.224,287018184637.529,305931280966.003,318302970054.38,333817265555.82,348483888774.623,359119674815.303,366158599439.786,,,Latin America & Caribbean,Upper middle income,,Colombia
44,Comoros,COM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,268779448.85565096,279167562.606025,296988568.392914,311306470.237481,324101988.794086,331492719.389414,337682390.44172,343213597.93250096,352437527.86085296,341227634.227211,358600873.034513,339252208.248313,368193554.378284,379261222.419614,359248813.619512,372218160.938767,367410336.441879,382218224.653127,387120794.393752,394569477.216427,437372669.839698,447576296.46818894,457981457.37731904,467617854.16612,476594257.621478,490117180.091071,503090091.08354294,507115580.528921,509145396.11551106,519073731.22676903,530493353.21893704,544286180.870411,560614766.143757,580236282.924548,592198663.1467509,598210181.091478,611370805.07549,,,Sub-Saharan Africa,Low income,,Comoros
45,Cabo Verde,CPV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,193155976.555837,209480674.466622,215398566.537885,235906125.028589,244831092.29242998,265989607.352977,273627380.361951,285418158.560789,302534271.432073,319772521.034873,321985896.487348,326507051.318276,362219240.814581,393762420.169653,469296454.841725,535991159.97850096,596807529.488221,663163133.229937,746173157.059268,829913547.917367,948465609.657377,969632085.0484301,1020546411.32196,1063167075.7534901,1171578994.42458,1252563900.2118,1352565476.1944802,1557758964.63874,1661358043.7620802,1640251719.75984,1664310769.55229,1730365372.41875,1749086512.24514,1763128135.82594,1773904598.6163898,1792815240.2242,1863071658.4152,,,Sub-Saharan Africa,Lower middle income,Cabo Verde is the name for the country previously listed as Cape Verde. Value added is measured in basic prices.,Cabo Verde
46,Costa Rica,CRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3807870321.2647705,3771469348.8088,4078780740.38325,4273938634.69123,4451266576.04089,4888809044.525229,5273592933.71863,5571557575.38891,6038733666.8015,6375557914.28155,6853924590.643129,7318518240.15287,7917029965.570591,8527347139.78665,9000180011.871479,9189190185.774109,9696209672.89476,10559606183.9198,11221449229.9072,11775690516.4046,11864231392.5021,11595903349.5718,10751075826.9902,11058878343.4145,11744717197.7513,11867028123.5274,12553529707.4499,13416640068.1709,13929074274.6323,14634675609.3045,15206147661.4354,15597237610.6431,17031647015.2191,18238767992.4086,19057190297.2429,19842631676.589,20088247004.4182,21206146968.6809,22682455321.1957,23576904804.5616,24457392097.2728,25311069892.2127,26144247844.5291,27256810103.3957,28438822146.26,29539652853.0961,31677653998.3812,34265051868.8282,35858239193.4497,35510217657.949,37268635287.0856,38873833296.167,40738579948.667,41662949490.2612,43186481740.8391,45226294452.8303,47184044862.6725,,,Latin America & Caribbean,Upper middle income,National accounts are revised from 1991 to 2015 using SNA 2008 based on official government data. The new reference year is 2012.,Costa Rica
48,Cuba,CUB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,19601031350.326,21283556246.2655,22310846642.8278,23077110112.4994,23304302372.9267,25512717358.1422,26897537569.4087,29240179372.424,31168861184.8217,31508035527.6196,29980071319.3531,35882647993.8906,39082746853.6651,41197698257.6915,44464558940.0995,45174513258.4375,45217566099.0766,44131362144.0037,45766667379.8909,46077918811.0421,44719281449.4919,39937584070.5828,35312571053.2231,30058702949.6133,30274202820.038,31018100877.8065,33449532253.3005,34380574916.3483,34435290243.3494,36566406095.7142,38729221263.7745,39962758542.8036,40532156423.1685,42069435823.0969,44497068633.1936,49481477439.0285,55451844706.1798,59478833619.1821,61927474920.461,62826231727.1023,64328000000.0,66130664082.0884,68124437664.6088,69996226459.6195,70729490571.2058,73868701308.4427,,,,Latin America & Caribbean,Upper middle income,"Based on official government statistics, the new reference year is 2005.",Cuba
